Winner,Pot,Actions,ATTP1,ATTP2,HandNo
2,15.0,f/c,0.0,0.0,646
2,15.0,f/,0.0,0.0,647
2,15.0,f/c,0.0,0.0,648
2,15.0,f/,0.0,0.0,649
2,15.0,f/c,0.0,0.0,650
2,15.0,f/,0.0,0.0,651
2,15.0,f/c,0.0,0.0,652
2,15.0,f/,0.0,0.0,653
2,15.0,f/c,0.0,0.0,654
2,15.0,f/,0.0,0.0,655
2,15.0,f/c,0.0,0.0,656
2,15.0,f/,0.0,0.0,657
2,15.0,f/c,0.0,0.0,658
2,15.0,f/,0.0,0.0,659
2,15.0,f/c,0.0,0.0,660
2,15.0,f/,0.0,0.0,661
2,15.0,f/c,0.0,0.0,662
2,15.0,f/,0.0,0.0,663
2,15.0,f/c,0.0,0.0,664
2,15.0,f/,0.0,0.0,665
2,15.0,f/c,0.0,0.0,666
2,15.0,f/,0.0,0.0,667
2,15.0,f/c,0.0,0.0,668
2,15.0,f/,0.0,0.0,669
2,15.0,f/c,0.0,0.0,670
2,15.0,f/,0.0,0.0,671
2,15.0,f/c,0.0,0.0,672
2,15.0,f/,0.0,0.0,673
2,15.0,f/c,0.0,0.0,674
2,15.0,f/,0.0,0.0,675
2,15.0,f/c,0.0,0.0,676
2,15.0,f/,0.0,0.0,677
2,15.0,f/c,0.0,0.0009958744049072266,678
2,15.0,f/,0.0,0.0,679
2,15.0,f/c,0.0,0.0,680
2,15.0,f/,0.0,0.0,681
2,15.0,f/c,0.0,0.0,682
2,15.0,f/,0.0,0.0,683
2,15.0,f/c,0.0,0.0,684
2,15.0,f/,0.0,0.0,685
2,15.0,f/c,0.0,0.0,686
2,15.0,f/,0.0,0.0,687
2,15.0,f/c,0.0,0.0,688
2,15.0,f/,0.0,0.0,689
2,15.0,f/c,0.0,0.0,690
2,15.0,f/,0.0,0.0,691
2,15.0,f/c,0.0,0.0,692
2,15.0,f/,0.0,0.0,693
2,15.0,f/c,0.0,0.0,694
2,15.0,f/,0.0,0.0,695
2,15.0,f/c,0.0,0.0,696
2,15.0,f/,0.0,0.0,697
2,15.0,f/c,0.0,0.0,698
2,15.0,f/,0.0,0.0,699
2,15.0,f/c,0.0,0.0,700
2,15.0,f/,0.0,0.0,701
2,15.0,f/c,0.0,0.0,702
2,15.0,f/,0.0,0.0,703
